"#","Registration No / Notification No","Product Name","Holder"
"6441","MAL20034807T","THOMSON MENOGARD","HERBAL REVIVAL SDN. BHD."
"6442","MAL20040735T","PIL RESDONG PETANI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6443","MAL20034766T","GNC HERBAL PLUS STANDARDIZED-ST JOHN`S WORT (300MG)","ONI Global (Malaysia) Sdn Bhd"
"6444","MAL20040836T","TAI FONG ROYAL PAO SHEN CHONG CAO PAK FONG PILL","WELLMINN TRADING"
"6445","MAL20040246T","TAI FONG NONG SUO QIAN CAO PI FU CREAM","WELLMINN TRADING"
"6446","MAL20040248T","TAI FONG NONG SUO QING XUE ZHI YANG CAPSULE","WELLMINN TRADING"
"6447","MAL20040323T","TAI FONG NONG SUO JING KE TONG CAPSULE","WELLMINN TRADING"
"6448","MAL20040834TC","TAI FONG QING RE YI SHI BAO CAPSULE","WELLMINN TRADING"
"6449","MAL20040075T","MISTURA SIAOYEW (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6450","MAL20034782T","MISTURA TUHOZI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6451","MAL20034776T","MISTURA KUIHBI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6452","MAL20034780T","MISTURA FINYING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6453","MAL20040847TCR","VitaHealth Garlic Pearls Vegicaps","VITAHEALTH BIOTECH SDN BHD"
"6454","MAL20034767T","GNC Herbal Plus Fingerprinted Wild Yam 500mg","ONI Global (Malaysia) Sdn Bhd"
"6455","MAL20034779T","MISTURA FINKANFUN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6456","MAL20034781T","MISTURA OHCHONGSIUTAI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6457","MAL20034778T","MISTURA SIUYIQICA (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6458","MAL20051398TC","INDOSHEN CREAM","TEONG HUAT MEDICAL SDN. BHD."
"6459","MAL20034774T","MISTURA PINFEI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6460","MAL20034777T","MISTURA MAHSING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6461","MAL20040727T","MISTURA FOYENXIE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6462","MAL20040725T","MISTURA JESHE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6463","MAL20040728T","MISTURA FONGSIAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6464","MAL20040726T","MISTURA RIANGKE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6465","MAL20040287T","MISTURA JIEFOUYE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6466","MAL20034742T","MISTURA JIEFAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6467","MAL20034739T","MISTURA SIULING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6468","MAL20034740T","MISTURA KUIJI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6469","MAL20034744T","MISTURA KANGSIUTU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6470","MAL20034741T","MISTURA SINZAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6471","MAL20034771T","MISTURA KUIZINI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6472","MAL20034772T","MISTURA DIANWANSIN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6473","MAL20040010T","COMPOUND OF PANAX GINSENG WITH CORDYCEPS AND GANODERMA LUCIDUM","ECOLITE BIOTECH MANUFACTURING SDN BHD"
"6474","MAL20040009T","CHANG BAI SHAN COMPOUND OF PANAX GINSENG","ECOLITE BIOTECH MANUFACTURING SDN BHD"
"6475","MAL20040011T","EXTRACT OF PANAX GINSENG WITH CORDYCEPS AND AMERICAN GINSENG PLUS","ECOLITE BIOTECH MANUFACTURING SDN BHD"
"6476","MAL20034773T","MISTURA WAMZIAN (LIQUID)500ML","SHAN YAO CORPORATION SDN. BHD."
"6477","MAL20040043T","MISTURA SWANZHAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6478","MAL20034746T","MISTURA INZENKAO (LIQUID)","SHAN YAO CORPORATION SDN. BHD."
"6479","MAL20034747T","MISTURA ZHINCANGUO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6480","MAL20034749T","MISTURA SIUJING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6481","MAL20061517T","MAJUN PAK TANI UBI JAGA PLUS","PERUSAHAAN JAMU ARJUNA SDN. BHD."
"6482","MAL20033792T","Kordel's Ginkgo Biloba 2500 Capsule","CAMBERT(M) SDN BHD"
"6483","MAL20033794TCR","KORDEL`S GARLIC 3000MG CAPSULE","CAMBERT(M) SDN BHD"
"6484","MAL20041008T","POJARI CAPSULE","HERBAL LAND MANUFACTURING SDN BHD"
"6485","MAL20040004T","BIOFELD  PERIA  EX  PLUS","F.A. HERBS SDN.BHD."
"6486","MAL20040005T","BIOFELD  PEGAGA  EX  PLUS","F.A. HERBS SDN.BHD."
"6487","MAL20041020T","BIOFELD HEMPEDU BUMI EX PLUS","F.A. HERBS SDN.BHD."
"6488","MAL20041182T","AG SPIRULINA","ALWAYS GREEN PHARMA SDN. BHD."
"6489","MAL20034758T","MISTURA E CHE","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6490","MAL20040723T","FUFANG SHANZA TABLET","SHAN YAO CORPORATION SDN. BHD."
"6491","MAL20040077T","MISTURA YOKLUI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6492","MAL20040606T","QINGXIE WAN","HERBAL LAND MANUFACTURING SDN BHD"
"6493","MAL20040081T","MISTURA SOUJI (LIQUID) 500 ML","SHAN YAO CORPORATION SDN. BHD."
"6494","MAL20040080T","MISTURA SIFONG (LIQUID) 500 ML","SHAN YAO CORPORATION SDN. BHD."
"6495","MAL20040079T","MISTURA FOYANG (LIQUID) 500 ML","SHAN YAO CORPORATION SDN. BHD."
"6496","MAL20040078T","MISTURA ZENGMAGENG (LIQUID) 500 ML","SHAN YAO CORPORATION SDN. BHD."
"6497","MAL20040191T","PAU YING TANG","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6498","MAL20040866T","PHYTOVIT LAXEASE","QD HERBS SDN. BHD."
"6499","MAL20034752TS","ACT","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6500","MAL20040006TS","ART","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6501","MAL20041264TC","JUVITA CAPSULE","WEXLER CAREWELL LABORATORIES"
"6502","MAL20041024T","FRESH ROYAL JELLY","YI WANG HONEY GARDEN (M) SDN. BHD."
"6503","MAL20034169TCR","SNE KAPSUL","DIVERSIFIED TEAM SDN BHD"
"6504","MAL20041189T","WHEAT GRASS & GREEN TEA LIQUID CHLOROPHYLL 500 ML","ORIENT LABORATORIES SDN. BHD."
"6505","MAL20041190T","ALFALFA LIQUID CHLOROPHYLL 500 ML","ORIENT LABORATORIES SDN. BHD."
"6506","MAL20040050T","PILL SOO HUP (ORAL PILL)","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6507","MAL20040049T","PU SHEN WAN","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6508","MAL20040577T","Nutravite Spirulina Pacifica","QD HERBS SDN. BHD."
"6509","MAL20041153T","PB GINGKO BILOBA 300MG","PB NATUR SDN. BHD."
"6510","MAL20034794T","PB BEE POLLEN CAPSULE 300MG","PB NATUR SDN. BHD."
"6511","MAL20041152T","PB SPIRULINA CAPSULE 500MG","PB NATUR SDN. BHD."
"6512","MAL20041154T","PB SPIRULINA TABLET 200MG","PB NATUR SDN. BHD."
"6513","MAL20034793T","PB SPIRULINA CAPSULE 300MG","PB NATUR SDN. BHD."
"6514","MAL20034789T","BIO GAN YAN","ALWAYS GREEN PHARMA SDN. BHD."
"6515","MAL20034786T","BIO FE CAPSULE","ALWAYS GREEN PHARMA SDN. BHD."
"6516","MAL20034783T","BIO IMMUGENT","ALWAYS GREEN PHARMA SDN. BHD."
"6517","MAL20034788T","BIO HERBBP","ALWAYS GREEN PHARMA SDN. BHD."
"6518","MAL20034787T","BIO ENERGINE CAPSULE","ALWAYS GREEN PHARMA SDN. BHD."
"6519","MAL20040291T","SENNA SAGRADA PLUS CAPSULE 520 MG","ORIENT LABORATORIES SDN. BHD."
"6520","MAL20040867T","PRINCE GOLD PHYTOTECH JOINT-LIEF","QD HERBS SDN. BHD."
"6521","MAL20040849T","CHEEZHENG QINGPENG OINTMENT","HAI-O ENTERPRISE BERHAD"
"6522","MAL20040069TS","CONCENERGY","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6523","MAL20040873TS","VISION-K","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6524","MAL20040270T","KAPSUL HERBA KEMPISA","SERI MH UMMI SDN BHD"
"6525","MAL20040062T","KA KAPSUL GARCINIA PLUS","SERI MH UMMI SDN BHD"
"6526","MAL20034757T","MISTURA SUAN ZHAO RAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6527","MAL20034756T","MISTURA LIANG KE SAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6528","MAL20034759T","MISTURA BIN GAN SI FEN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6529","MAL20040101T","MISTURA KWAI ZI TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6530","MAL20040100T","MISTURA ZIQING","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6531","MAL20034784T","BIO PANGARD","ALWAYS GREEN PHARMA SDN. BHD."
"6532","MAL20034785T","BIO MACA CAPSULE","ALWAYS GREEN PHARMA SDN. BHD."
"6533","MAL20040588TR","21st Century NO MO BO Capsule","21ST CENTURY PRODUCTS SDN. BHD."
"6534","MAL20040272T","TA WANG TABLET","SHAN YAO CORPORATION SDN. BHD."
"6535","MAL20040334T","FUFAN MU GUI TABLET","SHAN YAO CORPORATION SDN. BHD."
"6536","MAL20040294T","SHU ZI LIN TABLET","SHAN YAO CORPORATION SDN. BHD."
"6537","MAL20040295T","ZINGU DIEH SHAN TABLET","SHAN YAO CORPORATION SDN. BHD."
"6538","MAL20051319T","BIO WEI TUNG LING","ALWAYS GREEN PHARMA SDN. BHD."
"6539","MAL20041025TC","TANG LING BAO CAPSULE","KIN BIO SDN. BHD."
"6540","MAL20040234T","PINTARI","SERI MH UMMI SDN BHD"
"6541","MAL20040696T","VITPRO RED YEAST RICE 500MG CAPSULE","ORIENT LABORATORIES SDN. BHD."
"6542","MAL20041281T","S 90 CAPSULE 325MG","ORIENT LABORATORIES SDN. BHD."
"6543","MAL20040056TC","PUTERI REMBULAN TEH KERATON","SERI MH UMMI SDN BHD"
"6544","MAL20040102T","MISTURA YE MU SHEN JING TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6545","MAL20040277T","MISTURA XIANGSA LIEW JUNE ZI TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6546","MAL20040601TC","SLIMAS TEA","Yamni Industry"
"6547","MAL20040585T","XIAO HE LING PIAN","PRIME PHARMACEUTICAL SDN. BHD."
"6548","MAL20040057TC","YUSMIRA KAPSUL SLIMA HALIA PLUS LIMAU NIPIS","SERI MH UMMI SDN BHD"
"6549","MAL20040063TC","TEH RAMPINA","SERI MH UMMI SDN BHD"
"6550","MAL20040064TC","KAPSUL HABBATUS SAUDA","SERI MH UMMI SDN BHD"
"6551","MAL20034790TC","PSYLLIUM FIBER PLUS","KIN BIO SDN. BHD."
"6552","MAL20040099T","MISTURA BIHU ZHIYAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6553","MAL20040095T","MISTURA TANSHANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6554","MAL20040098T","MISTURA PA ZHANG SHAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6555","MAL20040732T","MISTURA JIAN JI WEI JIN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6556","MAL20040163T","MISTURA HU WAI SIAODU","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6557","MAL20040096T","MISTURA ZHEGE SAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6558","MAL20040729T","MISTURA BINGWAISAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6559","MAL20040731T","MISTURA QUEFU ZHUYI","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6560","MAL20040733T","MISTURA JIUGANCAO","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6561","MAL20040730T","MISTURA JISHENGSHENQI","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6562","MAL20034754T","MISTURA SHEN SO YUM TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6563","MAL20051425T","PUERADIX","SHITEK MICRO ALGAE SDN BHD"
"6564","MAL20051426T","DIABERLINK CAPSULE","SHITEK MICRO ALGAE SDN BHD"
"6565","MAL20040584T","LIVERIA CAPSULE","PRIME PHARMACEUTICAL SDN. BHD."
"6566","MAL20040541T","MISTURA ZHI BAI BA WEI","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6567","MAL20040255T","MISTURA BAI HE GU JIN TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6568","MAL20040257T","MISTURA FU FANG JU GENG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6569","MAL20040863TC","PLANET BARLEY POWDER CONCENTRATE","CTL FINE CORPORATION SDN BHD"
"6570","MAL20040862TC","ECOFREN GREEN BARLEY PLUS POWDER CONCENTRATE","CTL FINE CORPORATION SDN BHD"
"6571","MAL20034523TC","KORDEL`S SPIRULINA 1000MG TABLET","CAMBERT(M) SDN BHD"
"6572","MAL20034524TC","KORDEL`S HORSETAIL TABLET 500 MG","CAMBERT(M) SDN BHD"
"6573","MAL20034525TC","KORDEL`S LIVERTONE TABLET","CAMBERT(M) SDN BHD"
"6574","MAL04050531T","GNC Herbal Plus Saw Palmetto 160 mg Capsule","ONI Global (Malaysia) Sdn Bhd"
"6575","MAL04050533T","GNC Herbal Plus Fingerprinted Bilberry 500 mg","ONI Global (Malaysia) Sdn Bhd"
"6576","MAL20034803T","Kordel's Skin Clear Tablet","CAMBERT(M) SDN BHD"
"6577","MAL20040265TCR","VITAHEALTH HORSERADISH PLUS TABLET","VITAHEALTH BIOTECH SDN BHD"
"6578","MAL20040687TCR","VITAHEALTH EYEBRIGHT PLUS TABLET","VITAHEALTH BIOTECH SDN BHD"
"6579","MAL20040263TCR","VITAHEALTH CELERY PLUS TABLET","VITAHEALTH BIOTECH SDN BHD"
"6580","MAL04070448T","Woman-K Capsule","DYNAPHARM HERBAL (M) SDN. BHD."
"6581","MAL04050534T","Citrex Ginger Plus Capsule","DYNAPHARM HERBAL (M) SDN. BHD."
"6582","MAL04050535T","Spirulina Tablet 250 mg","DYNAPHARM HERBAL (M) SDN. BHD."
"6583","MAL04050536T","DYNA HUO LUO WAN (TABLET)","DYNAPHARM HERBAL (M) SDN. BHD."
"6584","MAL04125502TC","CeleBeaute Spirulina 200mg Chewable Tablet","BIO-SCIENCE MARKETING SDN. BHD."
"6585","MAL04040454T","NN Certified Organic SPIRULINA","YANLING NATURAL HYGIENE SDN. BHD."
"6586","MAL04080006TC","Serigama-Gamat Oral Jelly","LUXOR NETWORK SDN. BHD."
"6587","MAL04103363T","OK Orang Kampung Kapsul Resdong","PERNIAGAAN ORANG KAMPUNG SDN. BHD."
"6588","MAL06100002T","Spirulina Hau Tablet 400mg","SHITEK MICRO ALGAE SDN BHD"
"6589","MAL06100001T","Spirulina Hau Tablet 200mg","SHITEK MICRO ALGAE SDN BHD"
"6590","MAL04050539T","GNC Ginseng Gold - American White Ginseng 500 mg","ONI Global (Malaysia) Sdn Bhd"
"6591","MAL04050540T","GNC Herbal Plus Garcinia Cambogia 500 mg Capsule","ONI Global (Malaysia) Sdn Bhd"
"6592","MAL05092246TC","SUN PHARMA GARLIC PEARLS CAPSULE 0.625MG","RANBAXY (MALAYSIA) SDN. BHD."
"6593","MAL05023397T","Jia Hor Nutri-Health Tablets,  0.38g","SHUANG HOR ENTERPRISE (M) SDN. BHD."
"6594","MAL05092247T","CONPROSTA PULE""AN TAB","WELLMEX SDN BHD"
"6595","MAL04125509T","Mistura Siuchong (Liquid) 500 ml","SHAN YAO CORPORATION SDN. BHD."
"6596","MAL04125510T","Mistura Taizi ( Liquid ) 500 ml","SHAN YAO CORPORATION SDN. BHD."
"6597","MAL05023351T","NUTRILITE HERBALS TRIPLE GUARD ECHINACEA","AMWAY (MALAYSIA) SDN. BHD."
"6598","MAL04103319T","DXN Cordyceps 450mg Capsule","DXN PHARMACEUTICAL SDN. BHD."
"6599","MAL04112693T","DXN Reishi Gano (RG) 270mg Capsule","DXN PHARMACEUTICAL SDN. BHD."
"6600","MAL04125514T","Raw Tienchi Powder","HAI-O MEDICINE SDN. BHD."
"6601","MAL05090114TC","VITABLUE LINGZHI CAPSULE 400MG","VITABLUE SDN BHD"
"6602","MAL04050543T","Diamond Interest Korea Ginseng Powder","DYNAPHARM HERBAL (M) SDN. BHD."
"6603","MAL20040708TR","VITAHEALTH FEVERFEW PLUS TABLET","VITAHEALTH MALAYSIA SDN. BHD."
"6604","MAL20040706TR","VITA HEALTH ECHINACEA 1000MG TABLET","VITAHEALTH MALAYSIA SDN. BHD."
"6605","MAL20040707TR","VITAHEALTH CLEANSA PLUS TABLET","VITAHEALTH MALAYSIA SDN. BHD."
"6606","MAL04091713TR","stay-well® Prostagard softgel","PAHANG PHARMACY SDN. BHD."
"6607","MAL04112692T","DXN Mycovita Powder","DXN PHARMACEUTICAL SDN. BHD."
"6608","MAL04103346T","Granules of Flowers and Leaves of Tienchi","HAI-O MEDICINE SDN. BHD."
"6609","MAL05023401T","Zhong Lian Brand Tan Kwe Gin","WELLMEX SDN BHD"
"6610","MAL05090029T","HPA: D""Det","HPA INDUSTRIES SDN. BHD."
"6611","MAL05032624T","EU YAN SANG MENOEASE PILLS","WENG LI SDN BHD"
"6612","MAL04091683T","Buyang Huanwu Tablet 300 mg","YANLING NATURAL HYGIENE SDN. BHD."
"6613","MAL05051062T","EU YAN SANG KANG DU QING FEI PILLS","WENG LI SDN BHD"
"6614","MAL05072061TC","VITABLUE CORDYCEPS LINGZHI CAPSULE 450MG","VITABLUE SDN BHD"
"6615","MAL04125520T","D""KARM capsule 300mg","HPA INDUSTRIES SDN. BHD."
"6616","MAL05090030T","HPA: D"" DEU","HPA INDUSTRIES SDN. BHD."
"6617","MAL04103432T","Zingirex 250 mg","NOVA LABORATORIES SDN. BHD."
"6618","MAL05041851TC","Bio Spektra Mas Aki Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6619","MAL05041852TC","BIO SPEKTRA MAS KAL CAPSULE","AK PHARMACY & NATUROPATHY CENTER"
"6620","MAL05041853TC","Bio Spectra Spectra Plus Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6621","MAL05041854TC","Bio Spectra Glow Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6622","MAL04103333T","Nova Ginkgo 40mg Tablet","NOVA LABORATORIES SDN. BHD."
"6623","MAL04103306T","ANDROTEC 50 mg","NOVA LABORATORIES SDN. BHD."
"6624","MAL04103369T","LIPOTEC 200 mg","NOVA LABORATORIES SDN. BHD."
"6625","MAL04103393T","Nova LivGuard Plus Tablet","NOVA LABORATORIES SDN. BHD."
"6626","MAL04112722T","Wykon Ning Sun Pills 8000mg","WYKON MEDICAL SDN. BHD."
"6627","MAL04125521T","Wykon Herbal Tea 8g","WYKON MEDICAL SDN. BHD."
"6628","MAL05041856TC","Bio Spectra T-Quil Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6629","MAL05041857TC","Bio Spektra Rapi Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6630","MAL04112723T","DONG HUA Bak Foong Wan (Small Pill)","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6631","MAL04091687T","CUI JIN DAN","HERBAL LAND MANUFACTURING SDN BHD"
"6632","MAL05032625T","Millenium Ginkgo Biloba Plus Capsule 300 mg","F.A. HERBS SDN.BHD."
"6633","MAL04112704T","CENTRESS Chewable Tablet 25 mg","NOVA LABORATORIES SDN. BHD."
"6634","MAL04103398T","NOVAPAR","NOVA LABORATORIES SDN. BHD."
"6635","MAL05032563T","ALBAMUNE 250 mg","NOVA LABORATORIES SDN. BHD."
"6636","MAL05041858T","GASTRICOM","NOVA LABORATORIES SDN. BHD."
"6637","MAL04103414T","STRENGENT","NOVA LABORATORIES SDN. BHD."
"6638","MAL04125524TS","Stresgon","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6639","MAL05012323TS","Digeston","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6640","MAL04103425T","XINOL","NOVA LABORATORIES SDN. BHD."
"6641","MAL05032626T","Tong Tie Ning Bai Zhi Yun Dong Plaster ""K.T.T.""","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6642","MAL04125526T","Sang Sang Tong Golden Label Ho Zou Complex 800mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6643","MAL04125527T","Pil To Tung Wan Chong Seng 2000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6644","MAL05023355T","Loo Jia Ji Ching Fong San 1500mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6645","MAL04103428T","ZEPAR","NOVA LABORATORIES SDN. BHD."
"6646","MAL04103322T","Nova Diatec Capsule","NOVA LABORATORIES SDN. BHD."
"6647","MAL04125529T","Mistura Qiseng ( Liquid) 500 ml","SHAN YAO CORPORATION SDN. BHD."
"6648","MAL05051067TC","MyHerbs Capsule","TABIB CINA SAN MOON"
"6649","MAL04125530T","Mistura Taozhisan ( Liquid) 500 ml","SHAN YAO CORPORATION SDN. BHD."
"6650","MAL05041951T","SLIMEX","NOVA LABORATORIES SDN. BHD."
"6651","MAL04125531T","Circle","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6652","MAL04103326TR","Min Shan Er Chen Wan (Concentrated)","HAI-O MEDICINE SDN. BHD."
"6653","MAL05061501T","Green Grass Plaster ""S.F.""","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6654","MAL05061502T","Le Fu Tei Neng Liang Jian Kang Plaster ""S.F.""","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6655","MAL05032564T","Daily Nutrition Morning Pack (S)","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6656","MAL05032565T","Daily Nutrition Evening Pack (S)","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"6657","MAL06021237T","LETON 5 CAPSULE 470MG","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"6658","MAL04125533T","HK Lee Chai Tong Bak Foong Wan (big pill) 10000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6659","MAL04050547T","Spirulina Plus Grape Seeds Tablet","DYNAPHARM HERBAL (M) SDN. BHD."
"6660","MAL05051069T","DONG HUA ZHUI FENG SU HUP WAN","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6661","MAL04125535T","WYKON Hou Zao San 3000mg","WYKON MEDICAL SDN. BHD."
"6662","MAL04091724TC","Wykon Pi Pa Gao with Bird's Nest & Cordyceps Plus","WYKON MEDICAL SDN. BHD."
"6663","MAL04125537T","Wykon Jing Feng Complex 800mg","WYKON MEDICAL SDN. BHD."
"6664","MAL04125538T","Wykon Pak Foong Wan With Pearl & Cordyceps Plus 8000mg","WYKON MEDICAL SDN. BHD."
"6665","MAL05051070T","PIL CHENG KENG TAN","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"6666","MAL06100003T","Shitek Cordyceps Lingzhi Capsule 450mg","SHITEK MICRO ALGAE SDN BHD"
"6667","MAL05072122TC","VITABLUE-WULING SHENBAO PLUS CAPSULE 500MG","VITABLUE SDN BHD"
"6668","MAL05101714T","Bio-Klenz","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"6669","MAL05023358T","NUTRILITE MILK THISTLE AND DANDELION PLUS, TABLET","AMWAY (MALAYSIA) SDN. BHD."
"6670","MAL05051072TR","Min Shan Xiang Sha Liu Jun Wan (Conc.Pills) 170mg","HAI-O MEDICINE SDN. BHD."
"6671","MAL04103316TR","FOCI BRAND CHUAN QIONG CHA TIAO SAN","YUE FONG (M) SDN. BHD."
"6672","MAL05012328T","Jamu Herba Kempisa","SERI MH UMMI SDN BHD"
"6673","MAL05012329T","NCHK San She Dan Chuan Bei Mo 1000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6674","MAL04125544T","NCHK Jun Ging Plus 2000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6675","MAL05032570T","NCHK Cordyceps & Fritillaria Plus Cough Syrup 30ml","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6676","MAL05012330T","NCHK Bai Feng Wan (Large Pill) 8000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6677","MAL05023359T","NCHK Shi Re Du Tong Wan 1000mg","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"6678","MAL05061503TC","BIOFLUSH KAPSUL","TOKO TENAGA KELUARGA SDN. BHD."
"6679","MAL05072123TC","TRUS health Resdung Kapsul","TOKO TENAGA KELUARGA SDN. BHD."
"6680","MAL06011768T","Perampina Plus","SERI MH UMMI SDN BHD"
"6681","MAL05023432T","Chitosan Plus Herbs,   kapsul,   480 mg","SERI MH UMMI SDN BHD"
"6682","MAL05032629T","Sinar Permata Kapsul Nisleem","SERI MH UMMI SDN BHD"
"6683","MAL04125545TR","Ming Mu Di Huang Wan (Conc. Wan)","HAI-O MEDICINE SDN. BHD."
"6684","MAL04125547TC","Kelp 241 Complex","Efomax Global Marketing"
"6685","MAL04125548T","VitaHealth Carb-less","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"6686","MAL04125549TC","SJ Joflex Capsule 300mg","J.D. ACADEMY"
"6687","MAL04112706TC","SJ GUA Capsule 300mg","J.D. ACADEMY"
"6688","MAL05041952T","VITAHEALTH VITA EXTRATIQ","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"6689","MAL05023405T","CARBLO-22 CAPSULE 475 mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"6690","MAL04103375T","Mistura ChuanBuiPiBahLo 500ml","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6691","MAL04125550T","Wykon Bo Ying Complex 800mg","WYKON MEDICAL SDN. BHD."
"6692","MAL05101716T","TONGRENTANG  ZHIBAI DIHUANG WAN","HAI-O MEDICINE SDN. BHD."
"6693","MAL05041863TC","Bio Spektra Semalu Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6694","MAL05041864T","Ren Shen Jian Pi Wan","HAI-O MEDICINE SDN. BHD."
"6695","MAL05041865TC","Bio Spektra Angin Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"6696","MAL05041866TC","BIO SPEKTRA PAHIT CAPSULE","AK PHARMACY & NATUROPATHY CENTER"
